cadre,name,year,duration_weeks,idno,training_name
Andhra Pradesh,Shri Busi Sam Bob,1990,3,01AP031700,INST OF MGT TRIVDRUM                                                                                
Andhra Pradesh,Dr.(Ms.) Preeti Sudan,1984,1,01AP031702,BURE OF PARL STU & TRG                                                                              
Andhra Pradesh,Dr.(Ms.) Preeti Sudan,1987,1,01AP031702,NIC D/ELECTRONICS N D                                                                               
Andhra Pradesh,Dr.(Ms.) Preeti Sudan,1988,1,01AP031702,NIC D/ELECTRINICS                                                                                   
Andhra Pradesh,Dr.(Ms.) Preeti Sudan,1989,1,01AP031702,NIC D/ELECTRONICS N D                                                                               
Andhra Pradesh,Dr.(Ms.) Preeti Sudan,1989,1,01AP031702,NIPA & CHILD DEV N D                                                                                
Andhra Pradesh,Dr.(Ms.) Preeti Sudan,1993,3,01AP031702,HCM RIPA JAIPUR                                                                                     
Andhra Pradesh,Dr.(Ms.) Preeti Sudan,1999,1,01AP031702,NL INFORMATIC CENT N.D                                                                              
Andhra Pradesh,Shri V Nagi Reddy,1991,3,01AP031800,"ASC,GUWAHATI                                                                                        "
Andhra Pradesh,Shri J Raymond Peter,1991,3,01AP031900,ATI NAINITAL                                                                                        
Andhra Pradesh,Shri J Raymond Peter,1994,3,01AP031900,ATI MYSORE                                                                                          
Andhra Pradesh,Ms. Nilam Sawhney,1991,3,01AP032100,ATI NAINITAL                                                                                        
Andhra Pradesh,Ms. Nilam Sawhney,1997,3,01AP032100,LBSNAA MUSSOORIE                                                                                    
Andhra Pradesh,Shri A R Sukumar,1992,3,01AP032200,"ATI,NAINITAL                                                                                        "
Andhra Pradesh,Shri A R Sukumar,2006,48,01AP032200,DEFENCE/INTNL SECURITY                                                                              
Andhra Pradesh,Shri Anil Chandra Punetha,1992,3,01AP032300,"RSIPA,JAIPUR                                                                                        "
Andhra Pradesh,Shri Anil Chandra Punetha,2001,1,01AP032300,"LBSNAA,MUSSOORIE TRG                                                                                "
Andhra Pradesh,Shri Anil Chandra Punetha,2002,2,01AP032300,"LBSNAA,IN SERVICE TRG                                                                               "
Andhra Pradesh,Shri Anil Chandra Punetha,2005,1,01AP032300,AGR&FOOD BUSINESS MGT.                                                                              
Andhra Pradesh,Shri Anil Chandra Punetha,2005,1,01AP032300,IN SERVICE TRG PUB.PRVITE                                                                           
Andhra Pradesh,Dr. Ajay Mishra,1992,3,01AP032500,MIDA PUNE                                                                                           
Andhra Pradesh,Shri A Vidya Sagar,1991,3,01AP032600,INST OF MGT TRIVRUM                                                                                 
Andhra Pradesh,Shri Ajay Prakash Sawhney,1991,3,01AP032701,ATI NAINITAL                                                                                        
Andhra Pradesh,Dr. Sameer Sharma,1989,1,01AP032800,"HSMI, DELHI                                                                                         "
Andhra Pradesh,Dr. Sameer Sharma,1993,3,01AP032800,ADMN TRG.INST.NANITAL                                                                               
Andhra Pradesh,Dr. Sameer Sharma,2001,1,01AP032800,LBSNAA Mussoorie                                                                                    
Andhra Pradesh,Dr. Sameer Sharma,2003,1,01AP032800,Ethics In Administration                                                                            
Andhra Pradesh,Dr. Sameer Sharma,2009,1,01AP032800,Financial Market & Risl Mgt                                                                         
Andhra Pradesh,Dr. Sameer Sharma,2009,1,01AP032800,PPP Public Policyfor AP                                                                             
Andhra Pradesh,Dr. Sameer Sharma,2009,1,01AP032800,Orientation Programme on Financial  Market and Risk Management                                      
Andhra Pradesh,Dr. Sameer Sharma,2012,1,01AP032800,"Results-Framework Document,An Instrument for  Improving Govt. Performances                          "
Andhra Pradesh,Ms. Pushpa Subrahmanyam,1992,3,01AP032900,ADMN.TRG.INST.NANITAL                                                                               
Andhra Pradesh,Shri Suresh Chanda,2000,1,01AP033200,"IIM,BANGALORE TRG.PROG                                                                              "
Andhra Pradesh,Dr. Manmohan Singh,1988,1,01AP033300,IRM ANAND                                                                                           
Andhra Pradesh,Dr. Manmohan Singh,1989,1,01AP033300,NIBM PUNE                                                                                           
Andhra Pradesh,Dr. Manmohan Singh,1992,3,01AP033300,ATIN NAINITAL                                                                                       
Andhra Pradesh,Dr. Manmohan Singh,1996,1,01AP033300,ASCI HYD                                                                                            
