ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source
KN006000,Shri Sk Warrior,Indian Administrative Services,Karnataka ,1957,17-09-1929,01-07-1957,Direct Recruitment,Male,Kerala,Malayalam,English Hindi,FALSE,Superannuated,Supremo
KN006100,Shri Ms Narayanan,Indian Administrative Services,Karnataka ,1957,07-12-1934,01-07-1957,Direct Recruitment,Male,Karnataka,Malayalam,English Hindi Kannada Tamil,FALSE,Superannuated,Supremo
KN006300,Shri T P Issar,Indian Administrative Services,Karnataka ,1957,09-08-1934,01-07-1957,Direct Recruitment,Male,Karnataka,Kannada,French Kannada Spanish Urdu,FALSE,Superannuated,Supremo
BH011500,Shri J C Jetli,Indian Administrative Services,Bihar ,1957,17-05-1933,01-07-1957,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Urdu,FALSE,Retired after Extension/Re-Employment,Supremo
KL003800,Shri S Padmakumar,Indian Administrative Services,Kerala ,1957,19-02-1934,01-07-1957,Direct Recruitment,Male,Kerala,Malayalam,English French Hindi Tamil,FALSE,Retired after Extension/Re-Employment,Supremo
RJ007800,Shri R Ramakrishna,Indian Administrative Services,Rajasthan ,1957,15-03-1934,01-07-1957,Direct Recruitment,Male,Tamil Nadu,Tamil,English French Hindi,FALSE,Retired after Extension/Re-Employment,Supremo
MH010000,Shri S Rajgopal,Indian Administrative Services,Maharashtra ,1957,17-07-1935,01-07-1957,Direct Recruitment,Male,Bihar,Tamil,English Gujarati Hindi Kannada,FALSE,Superannuated,Supremo
MH010200,Shri V Srinivasan,Indian Administrative Services,Maharashtra ,1957,19-08-1930,01-07-1957,Special Recruitment,Male,Maharashtra,Tamil,English Hindi Marathi,FALSE,Retired voluntarily,Supremo
MP011000,Shri Sk Sarkar,Indian Administrative Services,Madhya Pradesh ,1957,21-10-1933,01-07-1957,Direct Recruitment,Male,Uttar Pradesh,Bengali,French Hindi Urdu,FALSE,Superannuated,Supremo
MP011100,Shri Vk Malik,Indian Administrative Services,Madhya Pradesh ,1957,31-01-1934,01-07-1957,Direct Recruitment,Male,Delhi,Urdu,English Hindi Marathi Punjabi,FALSE,Superannuated,Supremo
MP011500,Shri Manish Bahl,Indian Administrative Services,Madhya Pradesh ,1957,10-06-1934,01-07-1957,Direct Recruitment,Male,Bihar,Hindi,English Punjabi,FALSE,Superannuated,Supremo
MP011600,Shri Dg Bhave,Indian Administrative Services,Madhya Pradesh ,1957,01-06-1933,01-07-1957,Direct Recruitment,Male,Madhya Pradesh,Hindi,English Marathi,FALSE,Superannuated,Supremo
MP011700,Shri Dy Manawar,Indian Administrative Services,Madhya Pradesh ,1957,18-06-1933,01-07-1957,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,FALSE,Retired after Extension/Re-Employment,Supremo
MP011800,Shri Ak Pandya,Indian Administrative Services,Madhya Pradesh ,1957,22-09-1934,01-07-1957,Direct Recruitment,Male,Gujarat,Gujarati,English Hindi,FALSE,Retired compulsorily,Supremo
OR006900,Shri Ak Ray,Indian Administrative Services,Odisha ,1957,20-07-1929,01-07-1957,Special Recruitment,Male,Odisha,Bengali,English Hindi Oriya,FALSE,Superannuated,Supremo
OR007000,Shri Rk Rath,Indian Administrative Services,Odisha ,1957,06-11-1934,01-07-1957,Direct Recruitment,Male,Odisha,Oriya,English Hindi,FALSE,Superannuated,Supremo
OR007100,Shri Rk Mishra,Indian Administrative Services,Odisha ,1957,02-01-1935,01-07-1957,Direct Recruitment,Male,Odisha,Oriya,English Hindi Sanskrit,FALSE,Superannuated,Supremo
PB003800,Shri B B Mahajan,Indian Administrative Services,Punjab ,1957,13-05-1932,01-07-1957,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Urdu,FALSE,Superannuated,Supremo
PB003900,Shri R C Kapila,Indian Administrative Services,Punjab ,1957,14-10-1934,01-07-1957,Direct Recruitment,Male,Punjab,Hindi,English Punjabi Urdu,FALSE,Superannuated,Supremo
PB004000,Shri R P Ojha,Indian Administrative Services,Punjab ,1957,16-12-1930,01-07-1957,Special Recruitment,Male,Punjab,Punjabi,English Hindi Sanskrit Urdu,FALSE,Retired after Extension/Re-Employment,Supremo
RJ007700,Shri Anil Bordia,Indian Administrative Services,Rajasthan ,1957,05-05-1934,01-07-1957,Direct Recruitment,Male,Rajasthan,Hindi,Bengali English,FALSE,Superannuated,Supremo
RJ007900,Shri Rj Majithia,Indian Administrative Services,Rajasthan ,1957,21-01-1934,01-07-1957,Direct Recruitment,Male,Maharashtra,Gujarati,English Hindi Marathi,FALSE,Superannuated,Supremo
RJ008000,Shri Pn Bahl,Indian Administrative Services,Rajasthan ,1957,23-02-1933,01-07-1957,Direct Recruitment,Male,Punjab,Punjabi,English Gujarati Hindi Urdu,FALSE,Superannuated,Supremo
RJ008100,Shri Dn Prasad,Indian Administrative Services,Rajasthan ,1957,11-11-1934,01-07-1957,Direct Recruitment,Male,Delhi,Hindi,English,FALSE,Superannuated,Supremo
RJ008200,Shri Sp Vishnoi,Indian Administrative Services,Rajasthan ,1957,23-11-1934,01-07-1957,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Punjabi Russian,FALSE,Superannuated,Supremo
RJ008300,Shri Bn Dhoundiyal,Indian Administrative Services,Rajasthan ,1957,03-02-1933,01-07-1957,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Russian,FALSE,Superannuated,Supremo
RJ008400,Shri Rajendra Jain,Indian Administrative Services,Rajasthan ,1957,05-10-1934,01-07-1957,Direct Recruitment,Male,Uttar Pradesh,Hindi,English French Urdu,FALSE,Superannuated,Supremo
RJ008500,Shri Yatindra Singh,Indian Administrative Services,Rajasthan ,1957,07-10-1933,01-07-1957,Direct Recruitment,Male,N.A.,Hindi,English,FALSE,Retired voluntarily,Supremo
RJ008700,Ms. Otima Bordia,Indian Administrative Services,Rajasthan ,1957,18-04-1933,01-07-1957,Direct Recruitment,Female,Uttar Pradesh,Bengali,English French Hindi,FALSE,Retired voluntarily,Supremo
AM004700,Shri M C Narasimhan,Indian Administrative Services,Assam Meghalya ,1958,23-08-1933,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Tamil,Assamese English Hindi,FALSE,Retired voluntarily,Supremo
AM004900,Shri Sd Phene,Indian Administrative Services,Assam Meghalya ,1958,07-04-1935,01-07-1958,Direct Recruitment,Male,Karnataka,Marathi,Assamese Bengali Hindi Sanskrit,FALSE,Superannuated,Supremo
AM005300,Shri A P Sarwan,Indian Administrative Services,Assam Meghalya ,1958,19-08-1931,01-07-1958,Special Recruitment,Male,Assam,Assamese,Bengali English Hindi Nepalese,FALSE,Retired after Extension/Re-Employment,Supremo
AP010700,Shri S Santhanam,Indian Administrative Services,Andhra Pradesh ,1958,14-09-1935,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Telugu,FALSE,Superannuated,Supremo
BH012300,Shri B L Das,Indian Administrative Services,Bihar ,1958,20-01-1935,01-07-1958,Direct Recruitment,Male,Bihar,Hindi,English,FALSE,Retired voluntarily,Supremo
BH012400,Shri Kna Nareswaran,Indian Administrative Services,Bihar ,1958,01-01-1936,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi,FALSE,Superannuated,Supremo
BH012500,Shri B B Sahay,Indian Administrative Services,Bihar ,1958,03-04-1935,01-07-1958,Direct Recruitment,Male,Bihar,Hindi,English,FALSE,Superannuated,Supremo
BH012600,Dr. K S Singh,Indian Administrative Services,Bihar ,1958,15-03-1935,01-07-1958,Direct Recruitment,Male,Bihar,Hindi,English,FALSE,Superannuated,Supremo
BH012700,Shri S Parabhakaran,Indian Administrative Services,Bihar ,1958,18-07-1935,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Japanese Kannada,FALSE,Superannuated,Supremo
BH012800,Shri Sk Srivastava,Indian Administrative Services,Bihar ,1958,07-08-1933,01-07-1958,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Sanskrit,FALSE,Superannuated,Supremo
BH012900,Shri S Patankar,Indian Administrative Services,Bihar ,1958,15-09-1933,01-07-1958,Direct Recruitment,Male,Maharashtra,Marathi,English German Hindi,FALSE,Superannuated,Supremo
BH013000,Shri S Bhatnagar,Indian Administrative Services,Bihar ,1958,12-03-1935,01-07-1958,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Urdu,FALSE,Superannuated,Supremo
GJ006400,Shri P P Rathod,Indian Administrative Services,Gujarat ,1958,31-12-1931,01-07-1958,Direct Recruitment,Male,Maharashtra,Gujarati,English Hindi Marathi,FALSE,Superannuated,Supremo
UT001600,Shri Jc Almeida,Indian Administrative Services,A G M U T ,1958,06-03-1930,01-07-1958,Initial Constitution,Male,Goa,N.A.,English French Spanish,FALSE,Superannuated,Supremo
HY003700,Dr.(Ms.) Mira Seth,Indian Administrative Services,Haryana ,1958,05-03-1936,01-07-1958,Direct Recruitment,Female,Delhi,Punjabi,English Hindi Urdu,FALSE,Superannuated,Supremo
HY003800,Shri Kulwant Singh,Indian Administrative Services,Haryana ,1958,15-04-1933,01-07-1958,Direct Recruitment,Male,Delhi,Punjabi,English Hindi Urdu,FALSE,Superannuated,Supremo
HY003900,Shri Gl Bailur,Indian Administrative Services,Haryana ,1958,25-07-1935,01-07-1958,Direct Recruitment,Male,Karnataka,Kannada,English Hindi Marathi,FALSE,Retired voluntarily,Supremo
KL004600,Shri Msk Ramaswami,Indian Administrative Services,Kerala ,1958,23-09-1934,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Malayalam,English Hindi Tamil,FALSE,Retired after Extension/Re-Employment,Supremo
KL004700,Shri Pg Muralidharan,Indian Administrative Services,Kerala ,1958,28-12-1934,01-07-1958,Direct Recruitment,Male,Kerala,Malayalam,English Hindi Tamil,FALSE,Superannuated,Supremo
KN006400,Shri Zafar Saifullah,Indian Administrative Services,Karnataka ,1958,24-04-1936,01-07-1958,Direct Recruitment,Male,Maharashtra,Marathi,English Gujarati Kannada Urdu,FALSE,Retired after Extension/Re-Employment,Supremo
KN006500,Shri Gv Viswanath,Indian Administrative Services,Karnataka ,1958,20-07-1934,01-07-1958,Direct Recruitment,Male,Karnataka,Tamil,English Hindi Kannada,FALSE,Superannuated,Supremo
KN006700,Shri A S Melkote,Indian Administrative Services,Karnataka ,1958,01-06-1930,01-07-1958,Special Recruitment,Male,Andhra Pradesh,Kannada,French German Hindi Urdu,FALSE,Superannuated,Supremo
GJ006300,Shri K V Harihardas,Indian Administrative Services,Gujarat ,1958,01-01-1936,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Marathi Sanskrit,FALSE,Retired after Extension/Re-Employment,Supremo
KL004500,Dr. M Dandapani,Indian Administrative Services,Kerala ,1958,08-05-1935,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Malayalam,English Tamil,FALSE,Retired after Extension/Re-Employment,Supremo
MP012600,Shri Rc Jain,Indian Administrative Services,Madhya Pradesh ,1958,01-10-1933,01-07-1958,Direct Recruitment,Male,Madhya Pradesh,Hindi,English,FALSE,Retired after Extension/Re-Employment,Supremo
MH010400,Shri Sm Kelkar,Indian Administrative Services,Maharashtra ,1958,25-11-1935,01-07-1958,Direct Recruitment,Male,Maharashtra,Marathi,English Gujarati Hindi,FALSE,Expired,Supremo
MH010500,Shri Lc Gupta,Indian Administrative Services,Maharashtra ,1958,09-06-1936,01-07-1958,Direct Recruitment,Male,N.A.,Hindi,English German Marathi,FALSE,Expired,Supremo
MP012400,Shri Vp Sheth,Indian Administrative Services,Madhya Pradesh ,1958,01-03-1936,01-07-1958,Direct Recruitment,Male,Maharashtra,Gujarati,English Hindi Marathi,FALSE,Retired compulsorily,Supremo
MP012500,Shri Sn Rao,Indian Administrative Services,Madhya Pradesh ,1958,09-10-1933,01-07-1958,Direct Recruitment,Male,Madhya Pradesh,Kannada,English Hindi Marathi Tamil,FALSE,Superannuated,Supremo
MP012700,Shri Rk Sharma,Indian Administrative Services,Madhya Pradesh ,1958,19-10-1933,01-07-1958,Direct Recruitment,Male,Madhya Pradesh,Hindi,English Hindi,FALSE,Superannuated,Supremo
MP012800,Shri Jn Kaul,Indian Administrative Services,Madhya Pradesh ,1958,02-01-1934,01-07-1958,Direct Recruitment,Male,Rajasthan,Urdu,English Hindi Urdu,FALSE,Superannuated,Supremo
MT001000,Shri Kd Menon,Indian Administrative Services,Manipur-Tripura ,1958,26-06-1930,01-07-1958,Initial Constitution,Male,Kerala,Malayalam,Assamese English Hindi Tamil,FALSE,Retired compulsorily,Supremo
MT001100,Shri Md Tyagi,Indian Administrative Services,Manipur-Tripura ,1958,01-08-1930,01-07-1958,Initial Constitution,Male,N.A.,Hindi,Assamese English,FALSE,Retired compulsorily,Supremo
MT001200,Shri Kb Gurung,Indian Administrative Services,Manipur-Tripura ,1958,11-08-1930,01-07-1958,Initial Constitution,Male,Uttar Pradesh,Hindi,English Hindi Nepalese,FALSE,Retired after Extension/Re-Employment,Supremo
MT001300,Shri Dn Barua,Indian Administrative Services,Manipur-Tripura ,1958,22-04-1931,01-07-1958,Initial Constitution,Male,Assam,Assamese,Bengali English Hindi Nepalese,FALSE,Superannuated,Supremo
OR007900,Shri Sk Palit,Indian Administrative Services,Odisha ,1958,03-12-1935,01-07-1958,Direct Recruitment,Male,Odisha,Bengali,English Hindi Oriya,FALSE,Retired voluntarily,Supremo
OR008100,Shri S Sundararajan,Indian Administrative Services,Odisha ,1958,02-02-1935,01-07-1958,Direct Recruitment,Male,Tamil Nadu,Tamil,Hindi Oriya Sanskrit English,FALSE,Superannuated,Supremo
PB004200,Dr. M S Gill,Indian Administrative Services,Punjab ,1958,04-06-1936,01-07-1958,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Urdu,FALSE,Retired voluntarily,Supremo
RJ008900,Shri Rl Misra,Indian Administrative Services,Rajasthan ,1958,25-01-1936,01-07-1958,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,FALSE,Superannuated,Supremo
RJ009000,Shri Ln Gupta,Indian Administrative Services,Rajasthan ,1958,22-01-1934,01-07-1958,Direct Recruitment,Male,Uttar Pradesh,Hindi,English French,FALSE,Superannuated,Supremo
RJ009100,Shri Pb Mathur,Indian Administrative Services,Rajasthan ,1958,26-06-1934,01-07-1958,Direct Recruitment,Male,Delhi,Hindi,English,FALSE,Superannuated,Supremo
RJ009200,Shri Ks Rastogi,Indian Administrative Services,Rajasthan ,1958,15-10-1934,01-07-1958,Direct Recruitment,Male,Delhi,Hindi,English French,FALSE,Superannuated,Supremo
RJ009300,Shri Rv Sontake,Indian Administrative Services,Rajasthan ,1958,01-04-1935,01-07-1958,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi,FALSE,Superannuated,Supremo
RJ009400,Shri Gj Misra,Indian Administrative Services,Rajasthan ,1958,01-09-1935,01-07-1958,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Sanskrit,FALSE,Retired after Extension/Re-Employment,Supremo
RJ009600,Shri Bhagwan Ram,Indian Administrative Services,Rajasthan ,1958,03-08-1933,01-07-1958,Direct Recruitment,Male,Delhi,Sindhi,English French Spanish Urdu,FALSE,Superannuated,Supremo
AM005400,Shri A C Ray,Indian Administrative Services,Assam Meghalya ,1959,08-02-1936,01-07-1959,Direct Recruitment,Male,West Bengal,Bengali,English Hindi Sanskrit,FALSE,Retired voluntarily,Supremo
AM005500,Shri V Ramakrishnan,Indian Administrative Services,Assam Meghalya ,1959,17-01-1937,01-07-1959,Direct Recruitment,Male,Tamil Nadu,Tamil,Assamese Bengali Hindi Telugu,FALSE,Retired voluntarily,Supremo
AM005700,Shri J M Jala,Indian Administrative Services,Assam Meghalya ,1959,27-10-1929,01-07-1959,Direct Recruitment,Male,Assam,Assamese,English,FALSE,Retired after Extension/Re-Employment,Supremo
AP011200,Shri E Vedavyas,Indian Administrative Services,Andhra Pradesh ,1959,12-08-1934,01-07-1959,Direct Recruitment,Male,Andhra Pradesh,Hindi,English German Telugu Urdu,FALSE,Superannuated,Supremo
AP011300,Shri Km Ahmad,Indian Administrative Services,Andhra Pradesh ,1959,08-11-1934,01-07-1959,Direct Recruitment,Male,Andhra Pradesh,Urdu,English Telugu,FALSE,Retired voluntarily,Supremo
AP011400,Shri Ksr Murthy,Indian Administrative Services,Andhra Pradesh ,1959,30-05-1935,01-07-1959,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,FALSE,Superannuated,Supremo
BH013300,Shri P K Misra,Indian Administrative Services,Bihar ,1959,15-02-1936,01-07-1959,Direct Recruitment,Male,Bihar,Hindi,English,FALSE,Superannuated,Supremo
BH013400,Shri Arun Pathak,Indian Administrative Services,Bihar ,1959,20-08-1935,01-07-1959,Direct Recruitment,Male,Maharashtra,Hindi,English,FALSE,Superannuated,Supremo
BH013600,Shri S V Sharan,Indian Administrative Services,Bihar ,1959,10-01-1935,01-07-1959,Direct Recruitment,Male,Bihar,Hindi,English,FALSE,Superannuated,Supremo
GJ006800,Shri R Balkrishnan,Indian Administrative Services,Gujarat ,1959,12-06-1937,01-07-1959,Direct Recruitment,Male,Tamil Nadu,Tamil,English Gujarati Hindi,FALSE,Superannuated,Supremo
GJ006801,Shri K D Buddha,Indian Administrative Services,Gujarat ,1959,25-01-1932,01-07-1959,By Promotion from State Civil Service,Male,Gujarat,Gujarati,English Hindi Sanskrit,FALSE,Superannuated,Supremo
UT001700,Shri Virendr Prakash,Indian Administrative Services,A G M U T ,1959,12-03-1937,01-07-1959,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,FALSE,Superannuated,Supremo
UT001800,Shri Lalkhama,Indian Administrative Services,A G M U T ,1959,31-01-1936,01-07-1959,Direct Recruitment,Male,Assam,Mizo,Assamese English Hindi,FALSE,Superannuated,Supremo
HY004000,Shri Bs Ojha,Indian Administrative Services,Haryana ,1959,05-01-1936,01-07-1959,Direct Recruitment,Male,Punjab,Punjabi,English French Hindi Urdu,FALSE,Superannuated,Supremo
KL004900,Shri Kvr Nair,Indian Administrative Services,Kerala ,1959,19-02-1935,01-07-1959,Direct Recruitment,Male,Kerala,Malayalam,English Hindi Sanskrit,FALSE,Retired after Extension/Re-Employment,Supremo
KN006800,Shri G A Narayan,Indian Administrative Services,Karnataka ,1959,03-10-1935,01-07-1959,Direct Recruitment,Male,Karnataka,Kannada,English German Hindi Sanskrit,FALSE,Superannuated,Supremo
KN006900,Shri Amr Moses,Indian Administrative Services,Karnataka ,1959,30-01-1936,01-07-1959,Direct Recruitment,Male,Karnataka,Kannada,Bengali Tamil,FALSE,Superannuated,Supremo
BH013500,Shri Sr Adige,Indian Administrative Services,Bihar ,1959,04-05-1937,01-07-1959,Direct Recruitment,Male,Meghalaya,N.A.,English Hindi Punjabi,FALSE,Retired after Extension/Re-Employment,Supremo
HP001600,Shri Mms Srivastava,Indian Administrative Services,Himachal Pradesh ,1959,23-03-1937,01-07-1959,Direct Recruitment,Male,Delhi,Hindi,English French Punjabi Urdu,FALSE,Retired after Extension/Re-Employment,Supremo
PB004300,Shri N N Vohra,Indian Administrative Services,Punjab ,1959,05-05-1936,01-07-1959,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Urdu,FALSE,Retired after Extension/Re/Employment,Supremo
RJ009900,Shri Tv Ramanan,Indian Administrative Services,Rajasthan ,1959,26-09-1936,01-07-1959,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi,FALSE,Retired after Extension/Re-Employment,Supremo
MH010800,Dr. Md Godbole,Indian Administrative Services,Maharashtra ,1959,15-08-1936,01-07-1959,Direct Recruitment,Male,Maharashtra,Marathi,English French Hindi,FALSE,Retired voluntarily,Supremo
MP013200,Shri Sc Gupta,Indian Administrative Services,Madhya Pradesh ,1959,02-08-1934,01-07-1959,Direct Recruitment,Male,Madhya Pradesh,Hindi,English,FALSE,Superannuated,Supremo
MP013300,Shri Pk Lahiri,Indian Administrative Services,Madhya Pradesh ,1959,28-04-1937,01-07-1959,Direct Recruitment,Male,Uttar Pradesh,Bengali,English Hindi,FALSE,Superannuated,Supremo
MT001400,Dr. Ip Gupta,Indian Administrative Services,Manipur-Tripura ,1959,05-02-1931,01-07-1959,Initial Constitution,Male,Bihar,Hindi,English French,FALSE,Retired after Extension/Re-Employment,Supremo
NL000500,Shri Zo Angami,Indian Administrative Services,Nagaland ,1959,14-06-1931,01-07-1959,Initial Constitution,Male,Nagaland,Assamese,Assamese English Hindi,FALSE,Retired after Extension/Re-Employment,Supremo
OR008600,Shri P Tripathy,Indian Administrative Services,Odisha ,1959,04-01-1935,01-07-1959,Direct Recruitment,Male,Odisha,Hindi,English Oriya,FALSE,Superannuated,Supremo
OR008700,Shri Jk Bhttacharya,Indian Administrative Services,Odisha ,1959,01-01-1937,01-07-1959,Direct Recruitment,Male,West Bengal,Bengali,English Hindi Oriya Sanskrit,FALSE,Superannuated,Supremo
PB004400,Shri S P Bagla,Indian Administrative Services,Punjab ,1959,20-12-1935,01-07-1959,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Punjabi Sanskrit,FALSE,Superannuated,Supremo
RJ009700,Shri Hm Mathur,Indian Administrative Services,Rajasthan ,1959,15-07-1937,01-07-1959,Direct Recruitment,Male,Rajasthan,Hindi,English,FALSE,Superannuated,Supremo
