ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source
MH016100,Dr. Dr Psa Sundaram,Indian Administrative Service,Maharashtra,6,Ph. D.,Economics,Ordinary,Supremo
MH016200,Shri Ln Doshi,Indian Administrative Service,Maharashtra,0,Diploma,Hindi,Ordinary,Supremo
MH016200,Shri Ln Doshi,Indian Administrative Service,Maharashtra,2,Diploma,Office Mgt.,First,Supremo
MH016200,Shri Ln Doshi,Indian Administrative Service,Maharashtra,4,Graduate,Economics,Second,Supremo
MH016200,Shri Ln Doshi,Indian Administrative Service,Maharashtra,6,P.G.,Economics,Second,Supremo
MH016500,Shri Kc Srivastava,Indian Administrative Service,Maharashtra,0,Certificate,French,Ordinary,Supremo
MH016500,Shri Kc Srivastava,Indian Administrative Service,Maharashtra,2,Diploma,Dev Adm,Ordinary,Supremo
MH016500,Shri Kc Srivastava,Indian Administrative Service,Maharashtra,4,Diploma,System Mgt,Ordinary,Supremo
MH016500,Shri Kc Srivastava,Indian Administrative Service,Maharashtra,6,Graduate,Anthropology,First,Supremo
MH016500,Shri Kc Srivastava,Indian Administrative Service,Maharashtra,8,P.G.,Sociology,First,Supremo
MH016700,Shri Mp Pinto,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,Second,Supremo
MH016700,Shri Mp Pinto,Indian Administrative Service,Maharashtra,2,P.G.,Sociology,First,Supremo
MH016800,Shri Pp Mahana,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,Second,Supremo
MH016900,Shri Al Bongirwar,Indian Administrative Service,Maharashtra,0,Graduate,Mathematics,First,Supremo
MH016900,Shri Al Bongirwar,Indian Administrative Service,Maharashtra,2,P.G.,Mathematics,First,Supremo
MH017000,Shri S Habeebulah Mi,Indian Administrative Service,Maharashtra,0,Graduate,Commerce,Second,Supremo
MH017000,Shri S Habeebulah Mi,Indian Administrative Service,Maharashtra,2,Graduate,Law,Second,Supremo
MH017000,Shri S Habeebulah Mi,Indian Administrative Service,Maharashtra,4,P.G.,Commerce,Second,Supremo
MH017300,Shri Valluri Narayan,Indian Administrative Service,Maharashtra,0,Graduate,Mathematics,First,Supremo
MH017400,Shri Mr Patil,Indian Administrative Service,Maharashtra,0,Graduate,Chemistry,Second,Supremo
MH017400,Shri Mr Patil,Indian Administrative Service,Maharashtra,2,Graduate,Law,Second,Supremo
MH017400,Shri Mr Patil,Indian Administrative Service,Maharashtra,4,P.G.,Botany,Second,Supremo
MH017400,Shri Mr Patil,Indian Administrative Service,Maharashtra,6,P.G.,Dev Adm,Ordinary,Supremo
MH017501,Shri Bb Sharma,Indian Administrative Service,Maharashtra,0,Graduate,Physics,First,Supremo
MH017502,Shri Vijay Singh,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,Second,Supremo
MH017503,Shri Gv Gokhale,Indian Administrative Service,Maharashtra,0,Graduate,Physics,Second,Supremo
MP018300,Shri Ak Srivastava,Indian Administrative Service,Madhya Pradesh,0,Graduate,Chemistry,Third,Supremo
MP018300,Shri Ak Srivastava,Indian Administrative Service,Madhya Pradesh,2,Graduate,Law,Second,Supremo
MP018300,Shri Ak Srivastava,Indian Administrative Service,Madhya Pradesh,4,P.G.,History,Second,Supremo
MP018500,Shri Ajai Shankar,Indian Administrative Service,Madhya Pradesh,0,Graduate,History,First,Supremo
MP018500,Shri Ajai Shankar,Indian Administrative Service,Madhya Pradesh,2,P.G.,English,Second,Supremo
MP018500,Shri Ajai Shankar,Indian Administrative Service,Madhya Pradesh,4,P.G.,History,First,Supremo
MP018600,Shri Tn Srivastava,Indian Administrative Service,Madhya Pradesh,0,Graduate,English Lit,Second,Supremo
MP018600,Shri Tn Srivastava,Indian Administrative Service,Madhya Pradesh,2,P.G.,Economics,First,Supremo
MP018900,Shri Js Kapanee,Indian Administrative Service,Madhya Pradesh,0,Graduate,History,Ordinary,Supremo
MP018900,Shri Js Kapanee,Indian Administrative Service,Madhya Pradesh,2,P.G.,History,Second,Supremo
MP018901,Shri Rp Sharma,Indian Administrative Service,Madhya Pradesh,0,Graduate,English,Second,Supremo
MP018901,Shri Rp Sharma,Indian Administrative Service,Madhya Pradesh,2,Graduate,Law,Second,Supremo
MP018901,Shri Rp Sharma,Indian Administrative Service,Madhya Pradesh,4,P.G.,Hindi,First,Supremo
MT002000,Shri Haujel Jelshyam,Indian Administrative Service,Manipur-Tripura,0,Graduate,History,Ordinary,Supremo
MT002000,Shri Haujel Jelshyam,Indian Administrative Service,Manipur-Tripura,2,Graduate,Law,Second,Supremo
MT002100,Shri S S Sharma,Indian Administrative Service,Manipur-Tripura,0,Graduate,Physics,Third,Supremo
NL001001,Shri C N Nagullie,Indian Administrative Service,Nagaland,0,Diploma,Social Sciences,Ordinary,Supremo
NL001001,Shri C N Nagullie,Indian Administrative Service,Nagaland,2,Graduate,English,Ordinary,Supremo
OR013200,Shri Pk Mishra,Indian Administrative Service,Odisha,0,Graduate,Political Sc.,First,Supremo
OR013200,Shri Pk Mishra,Indian Administrative Service,Odisha,2,P.G.,Political Sc.,First,Supremo
OR013300,Shri Dp Bagchi,Indian Administrative Service,Odisha,0,Graduate,Economics,First,Supremo
OR013300,Shri Dp Bagchi,Indian Administrative Service,Odisha,2,M.Phil.,Social Sciences,First,Supremo
OR013300,Shri Dp Bagchi,Indian Administrative Service,Odisha,4,P.G.,Economics,First,Supremo
OR013400,Shri V Pattanayak,Indian Administrative Service,Odisha,0,Graduate,Political Sc.,Second,Supremo
OR013400,Shri V Pattanayak,Indian Administrative Service,Odisha,2,P.G.,Political Sc.,First,Supremo
OR013500,Shri Vinod Jha,Indian Administrative Service,Odisha,0,Graduate,English,Second,Supremo
OR013500,Shri Vinod Jha,Indian Administrative Service,Odisha,2,P.G.,English,First,Supremo
OR013600,Shri Sk Patnaik,Indian Administrative Service,Odisha,0,Graduate,History,First,Supremo
OR013600,Shri Sk Patnaik,Indian Administrative Service,Odisha,2,P.G.,Political Sc.,First,Supremo
OR013701,Ms. Sarita J Das,Indian Administrative Service,Odisha,0,Diploma,Pers.Mgt.,Ordinary,Supremo
OR013701,Ms. Sarita J Das,Indian Administrative Service,Odisha,2,Graduate,English Lit,Second,Supremo
OR013701,Ms. Sarita J Das,Indian Administrative Service,Odisha,4,LL.B.,Law,Pass,Supremo
OR013701,Ms. Sarita J Das,Indian Administrative Service,Odisha,6,P.G.,English Lit,Second,Supremo
OR013701,Ms. Sarita J Das,Indian Administrative Service,Odisha,8,P.G.,Pers.Mgt.,Pass,Supremo
PB007800,Shri Is Bindra,Indian Administrative Service,Punjab,0,Graduate,History,Second,Supremo
PB007800,Shri Is Bindra,Indian Administrative Service,Punjab,2,P.G.,History,Second,Supremo
PB007900,Shri Jnl Srivastava,Indian Administrative Service,Punjab,0,Graduate,Mathematics,First,Supremo
PB007900,Shri Jnl Srivastava,Indian Administrative Service,Punjab,2,P.G.,Ancient History,First,Supremo
PB008000,Shri Gk Bhatnagar,Indian Administrative Service,Punjab,0,Graduate,History,Second,Supremo
PB008000,Shri Gk Bhatnagar,Indian Administrative Service,Punjab,2,Graduate,Law,Second,Supremo
PB008000,Shri Gk Bhatnagar,Indian Administrative Service,Punjab,4,P.G.,Ancient Ind.history,Second,Supremo
PB008100,Ms. Jyotsna Khanna,Indian Administrative Service,Punjab,0,Graduate,Philosophy,Second,Supremo
PB008100,Ms. Jyotsna Khanna,Indian Administrative Service,Punjab,2,M.Phil.,Public Admn,Ordinary,Supremo
PB008100,Ms. Jyotsna Khanna,Indian Administrative Service,Punjab,4,P.G.,English,Second,Supremo
PB008200,Shri Cl Bains,Indian Administrative Service,Punjab,0,Graduate,Economics,Second,Supremo
PB008200,Shri Cl Bains,Indian Administrative Service,Punjab,2,P.G.,Economics,Third,Supremo
PB008202,Ms. Ravneet Kaur,Indian Administrative Service,Punjab,0,Diploma,Public Admn,Ordinary,Supremo
PB008202,Ms. Ravneet Kaur,Indian Administrative Service,Punjab,2,Graduate,History,Third,Supremo
PB008202,Ms. Ravneet Kaur,Indian Administrative Service,Punjab,4,P.G.,English Lit,Third,Supremo
PB008202,Ms. Ravneet Kaur,Indian Administrative Service,Punjab,6,P.G.,History,Second,Supremo
PB008203,Shri Sk Naik,Indian Administrative Service,Punjab,0,Graduate,English,Third,Supremo
PB008204,Shri Y S Ratra,Indian Administrative Service,Punjab,0,Graduate,Physics,Second,Supremo
PB008300,Dr. A K Kundra,Indian Administrative Service,Punjab,0,Graduate,English,Second,Supremo
PB008300,Dr. A K Kundra,Indian Administrative Service,Punjab,2,P.G.,Economics,First,Supremo
PB008300,Dr. A K Kundra,Indian Administrative Service,Punjab,4,Ph. D.,Export,Ordinary,Supremo
RJ012700,Shri Ic Srivastava,Indian Administrative Service,Rajasthan,0,Diploma,French,Ordinary,Supremo
RJ012700,Shri Ic Srivastava,Indian Administrative Service,Rajasthan,2,Graduate,English Lit,Second,Supremo
RJ012700,Shri Ic Srivastava,Indian Administrative Service,Rajasthan,4,Graduate,Law,Second,Supremo
RJ012700,Shri Ic Srivastava,Indian Administrative Service,Rajasthan,6,P.G.,English Lit,Second,Supremo
RJ012800,Shri Op Behari,Indian Administrative Service,Rajasthan,0,Graduate,Physics,First,Supremo
RJ012800,Shri Op Behari,Indian Administrative Service,Rajasthan,2,P.G.,Physics,First,Supremo
RJ012900,Ms. Jumki S Kumar,Indian Administrative Service,Rajasthan,0,Graduate,English,Second,Supremo
RJ012901,Shri Bl Sharma,Indian Administrative Service,Rajasthan,0,Graduate,Hindi,Second,Supremo
UP025900,Shri B K Chaturvedi,Indian Administrative Service,Uttar Pradesh,0,Certificate,French,First,Supremo
UP025900,Shri B K Chaturvedi,Indian Administrative Service,Uttar Pradesh,2,Graduate,Physics,First,Supremo
UP025900,Shri B K Chaturvedi,Indian Administrative Service,Uttar Pradesh,4,P.G.,Physics,First,Supremo
PB008203,Shri Sk Naik,Indian Administrative Service,Punjab,0,N.A.,N.A.,N.A.,Supremo
SK001000,Shri Pk Pradhan,Indian Administrative Service,Sikkim,0,Graduate,History,Third,Supremo
SK001000,Shri Pk Pradhan,Indian Administrative Service,Sikkim,2,Graduate,Law,Second,Supremo
SK001000,Shri Pk Pradhan,Indian Administrative Service,Sikkim,4,P.G.,History,Second,Supremo
SK001100,Shri Gp Pradhan,Indian Administrative Service,Sikkim,0,Graduate,Electrical Engg.,Second,Supremo
TN013800,Shri Pv Rajaraman,Indian Administrative Service,Tamil Nadu,0,Graduate,Mathematics,First,Supremo
TN013800,Shri Pv Rajaraman,Indian Administrative Service,Tamil Nadu,2,P.G.,Nuclear Physics,First,Supremo
TN013900,Ms. Rathi Vinay Jha,Indian Administrative Service,Tamil Nadu,0,Graduate,History,Third,Supremo
TN013900,Ms. Rathi Vinay Jha,Indian Administrative Service,Tamil Nadu,2,P.G.,History,First,Supremo
TN014000,Shri Ks Sukavaneshvar,Indian Administrative Service,Tamil Nadu,0,Graduate,Physics,First,Supremo
TN014000,Shri Ks Sukavaneshvar,Indian Administrative Service,Tamil Nadu,2,P.G.,Physics,First,Supremo
TN014100,Shri V Lakshmi Ratan,Indian Administrative Service,Tamil Nadu,0,Graduate,English,First,Supremo
TN014100,Shri V Lakshmi Ratan,Indian Administrative Service,Tamil Nadu,2,P.G.,Dev Studies,First,Supremo
TN014100,Shri V Lakshmi Ratan,Indian Administrative Service,Tamil Nadu,4,P.G.,Economics,First,Supremo
TN014200,Shri S Arvind,Indian Administrative Service,Tamil Nadu,0,Graduate,Political Sc.,Second,Supremo
TN014200,Shri S Arvind,Indian Administrative Service,Tamil Nadu,2,P.G.,Public Admn,First,Supremo
TN014300,Shri Tc Chauhan,Indian Administrative Service,Tamil Nadu,0,Graduate,History,Second,Supremo
TN014300,Shri Tc Chauhan,Indian Administrative Service,Tamil Nadu,2,P.G.,Dev Adm,First,Supremo
TN014300,Shri Tc Chauhan,Indian Administrative Service,Tamil Nadu,4,P.G.,English,Second,Supremo
TN014400,Dr. Chatrasal Singh,Indian Administrative Service,Tamil Nadu,0,Graduate,English,Second,Supremo
TN014400,Dr. Chatrasal Singh,Indian Administrative Service,Tamil Nadu,2,P.G.,Philosophy,First,Supremo
TN014400,Dr. Chatrasal Singh,Indian Administrative Service,Tamil Nadu,4,Ph. D.,Philosophy,Ordinary,Supremo
TN014601,Shri Vinay Jha,Indian Administrative Service,Tamil Nadu,0,Graduate,English,Second,Supremo
TN014601,Shri Vinay Jha,Indian Administrative Service,Tamil Nadu,2,P.G.,Business Admn.,Ordinary,Supremo
TN014601,Shri Vinay Jha,Indian Administrative Service,Tamil Nadu,4,P.G.,English,Second,Supremo
TN014602,Shri Om Kumar,Indian Administrative Service,Tamil Nadu,0,A.M.I.E.,Cartograpyy,Ordinary,Supremo
TN014602,Shri Om Kumar,Indian Administrative Service,Tamil Nadu,2,Graduate,Physics,First,Supremo
TN014602,Shri Om Kumar,Indian Administrative Service,Tamil Nadu,4,P.G.,Business Admn.,First,Supremo
TN014602,Shri Om Kumar,Indian Administrative Service,Tamil Nadu,6,P.G.,Planning.,Ordinary,Supremo
TN014700,Shri Rs Muhasigamani,Indian Administrative Service,Tamil Nadu,0,P.G.,Economics,Second,Supremo
TN014701,Shri V Karuppan,Indian Administrative Service,Tamil Nadu,0,Graduate,Economics,Ordinary,Supremo
TN014701,Shri V Karuppan,Indian Administrative Service,Tamil Nadu,2,P.G.,History,Ordinary,Supremo
TN014900,Shri M Mayilvhanan,Indian Administrative Service,Tamil Nadu,0,Graduate,Economics,Second,Supremo
TN014900,Shri M Mayilvhanan,Indian Administrative Service,Tamil Nadu,2,P.G.,Economics,Second,Supremo
TN015000,Shri Am Swaminathan,Indian Administrative Service,Tamil Nadu,0,Graduate,Commerce,First,Supremo
TN015000,Shri Am Swaminathan,Indian Administrative Service,Tamil Nadu,2,P.G.,Business Admn.,First,Supremo
TN015000,Shri Am Swaminathan,Indian Administrative Service,Tamil Nadu,4,P.G.,Commerce,First,Supremo
TN015100,Shri R Kirubhakaran,Indian Administrative Service,Tamil Nadu,0,Graduate,Chemistry,Second,Supremo
TN015100,Shri R Kirubhakaran,Indian Administrative Service,Tamil Nadu,2,P.G.,Physical Chem,First,Supremo
TN015500,Shri Ka Sundaram,Indian Administrative Service,Tamil Nadu,0,P.G.,Mathematics,Second,Supremo
AM010100,Shri Cns Nair,Indian Administrative Service,Assam Meghalya,0,Graduate,Economics,First,Supremo
AM010100,Shri Cns Nair,Indian Administrative Service,Assam Meghalya,2,P.G.,Economics,First,Supremo
AM010200,Shri P K Dutta,Indian Administrative Service,Assam Meghalya,0,Diploma,Indus Relations,Second,Supremo
AM010200,Shri P K Dutta,Indian Administrative Service,Assam Meghalya,2,Graduate,Economics,Second,Supremo
AM010200,Shri P K Dutta,Indian Administrative Service,Assam Meghalya,4,P.G.,Economics,Second,Supremo
AM010300,Shri Hwt Syiem,Indian Administrative Service,Assam Meghalya,0,Graduate,English,Second,Supremo
AM010300,Shri Hwt Syiem,Indian Administrative Service,Assam Meghalya,2,Graduate,Physics,Ordinary,Supremo
AM010300,Shri Hwt Syiem,Indian Administrative Service,Assam Meghalya,4,PG Diploma,Management,Ordinary,Supremo
AM010303,Shri Bc Thakuriah,Indian Administrative Service,Assam Meghalya,0,Graduate,Statistics,First,Supremo
AM010502,Shri Jm Hazarika,Indian Administrative Service,Assam Meghalya,0,Graduate,Economics,Second,Supremo
AM010600,Shri Hk Majumdar,Indian Administrative Service,Assam Meghalya,0,Graduate,Physics,First,Supremo
AM010600,Shri Hk Majumdar,Indian Administrative Service,Assam Meghalya,2,P.G.,Chemistry,First,Supremo
AM010700,Shri Cr Samaddar,Indian Administrative Service,Assam Meghalya,0,Graduate,Bengali,Ordinary,Supremo
AM010700,Shri Cr Samaddar,Indian Administrative Service,Assam Meghalya,2,P.G.,Economics,Second,Supremo
AP016500,Shri Smarajit Ray,Indian Administrative Service,Andhra Pradesh,0,Graduate,Political Sc.,Second,Supremo
AP016500,Shri Smarajit Ray,Indian Administrative Service,Andhra Pradesh,2,P.G.,Economics,Ordinary,Supremo
AP016500,Shri Smarajit Ray,Indian Administrative Service,Andhra Pradesh,4,P.G.,Sociology,Second,Supremo
AP016600,Shri Kc Misra,Indian Administrative Service,Andhra Pradesh,0,Graduate,English Lit,Second,Supremo
AP016600,Shri Kc Misra,Indian Administrative Service,Andhra Pradesh,2,P.G.,Economics,Ordinary,Supremo
AP016600,Shri Kc Misra,Indian Administrative Service,Andhra Pradesh,4,P.G.,Mathematics,First,Supremo
AP016700,Shri C S Rao,Indian Administrative Service,Andhra Pradesh,0,Graduate,Mathematics,Third,Supremo
AP016700,Shri C S Rao,Indian Administrative Service,Andhra Pradesh,2,P.G.,English Lit,Second,Supremo
AP016800,Shri D Ramkrishnaiah,Indian Administrative Service,Andhra Pradesh,0,Graduate,Accountancy,Third,Supremo
AP016801,Shri J Rambabu,Indian Administrative Service,Andhra Pradesh,0,Graduate,Mech.engg.,First,Supremo
BH018700,Shri B N Jha,Indian Administrative Service,Bihar,0,Graduate,English,Second,Supremo
BH018700,Shri B N Jha,Indian Administrative Service,Bihar,2,P.G.,English,Second,Supremo
BH018800,Shri K R Paul,Indian Administrative Service,Bihar,0,Graduate,Civil Engg,Ordinary,Supremo
BH019000,Shri Nk Singh,Indian Administrative Service,Bihar,0,Graduate,Economics,Second,Supremo
BH019000,Shri Nk Singh,Indian Administrative Service,Bihar,2,Graduate,Law,Second,Supremo
BH019000,Shri Nk Singh,Indian Administrative Service,Bihar,4,P.G.,Economics,Second,Supremo
BH019100,Shri Jk Sanglura,Indian Administrative Service,Bihar,0,Graduate,English,Second,Supremo
CG019100,Shri Bhartendra Singh Baswan,Indian Administrative Service,Chhattisgarh,0,Graduate,English,Third,Supremo
CG019100,Shri Bhartendra Singh Baswan,Indian Administrative Service,Chhattisgarh,2,P.G.,Economics,Second,Supremo
CG019100,Shri Bhartendra Singh Baswan,Indian Administrative Service,Chhattisgarh,4,P.G.,English,Ordinary,Supremo
UD026900,Shri Ajai Vikram Singh,Indian Administrative Service,Uttarakhand,0,Graduate,English Lit,Second,Supremo
UP026400,Shri Dk Mittal,Indian Administrative Service,Uttar Pradesh,0,Graduate,Civil Engg,First,Supremo
UP026400,Shri Dk Mittal,Indian Administrative Service,Uttar Pradesh,2,Graduate,Physics,First,Supremo
UP026400,Shri Dk Mittal,Indian Administrative Service,Uttar Pradesh,4,P.G.,Development Economics,Ordinary,Supremo
UP026500,Shri Ap Singh,Indian Administrative Service,Uttar Pradesh,0,Graduate,English Lit,Second,Supremo
UP026500,Shri Ap Singh,Indian Administrative Service,Uttar Pradesh,2,LL.B.,Law,Second,Supremo
UP026500,Shri Ap Singh,Indian Administrative Service,Uttar Pradesh,4,LL.M.,Law,Second,Supremo
UP026500,Shri Ap Singh,Indian Administrative Service,Uttar Pradesh,6,P.G.,Political Sc.,Second,Supremo
UP026700,Shri Hemendra Kumar,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo
UP026700,Shri Hemendra Kumar,Indian Administrative Service,Uttar Pradesh,2,P.G.,Business Admn.,Ordinary,Supremo
UP026700,Shri Hemendra Kumar,Indian Administrative Service,Uttar Pradesh,4,P.G.,Physics,First,Supremo
UP027000,Shri Ds Bagga,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,Second,Supremo
UP027000,Shri Ds Bagga,Indian Administrative Service,Uttar Pradesh,2,P.G.,English Lit,Second,Supremo
UP027100,Shri Pc Sharma,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,First,Supremo
UP027100,Shri Pc Sharma,Indian Administrative Service,Uttar Pradesh,2,P.G.,English,Second,Supremo
UP027200,Shri G Ganesh,Indian Administrative Service,Uttar Pradesh,0,Graduate,Mathematics,First,Supremo
UP027300,Shri Swarn Dass,Indian Administrative Service,Uttar Pradesh,0,Graduate,Law,First,Supremo
UP027300,Shri Swarn Dass,Indian Administrative Service,Uttar Pradesh,2,Graduate,Political Sc.,Second,Supremo
UP027300,Shri Swarn Dass,Indian Administrative Service,Uttar Pradesh,4,P.G.,Philosophy,Second,Supremo
UP027501,Shri Vk Dewan,Indian Administrative Service,Uttar Pradesh,0,Graduate,Mech.engg.,First,Supremo
