ID,Name,Service,Cadre,Reference_Value,Designation,Level,Office,Organisation,Field_of_Experience,Category_of_Experience,Start_Date,End_Date,Source
GJ003000,Shri M Sivagnanam,Indian Administrative Service,Gujarat,15,Under Secy,Under Secretary,,Centre,Defence,Defence,01/04/1959,01/07/1960,Supremo
GJ003000,Shri M Sivagnanam,Indian Administrative Service,Gujarat,16,Additional Collector,Junior Scale,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/02/1957,01/12/1958,Supremo
GJ003000,Shri M Sivagnanam,Indian Administrative Service,Gujarat,17,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1953,01/07/1956,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,0,Chairman,Secretary,,Cadre (AIS),Revenue,Finance,01/01/1987,01/06/1988,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,1,Member,Secretary,,Cadre (AIS),Revenue,Finance,01/01/1984,01/12/1986,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,2,Chairman,Additional Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/07/1980,01/01/1984,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,3,Spl Secy,Joint Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/06/1976,01/06/1980,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,4,Member,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/07/1975,01/06/1976,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,5,Additional Commissioner,Joint Secretary,Meerut,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/10/1972,01/07/1975,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,6,Editor,Joint Secretary,,Cadre (AIS),Archaeology,Culture,01/09/1970,01/10/1972,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,7,Commissioner,Joint Secretary Equivalent,D/o Rehabilitation,Centre,Rehabilitation,Home,01/03/1970,01/09/1970,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,8,District Collector,Director,Hamirpur (UP),Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/12/1967,01/04/1969,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,9,Jt Dev Commissioner,Deputy Secretary,,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,01/10/1964,01/07/1967,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,10,Jt Secy,Deputy Secretary,,Cadre (AIS),Civil Supplies,"Consumer Affairs, Food & PD",01/12/1963,01/06/1964,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,11,C E O,Deputy Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/12/1962,01/11/1963,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,12,Deputy Secretary,Deputy Secretary,M/o Finance & Company Affairs,Centre (Foreign Training),Company Affairs,Law and Justice,01/01/1962,01/11/1962,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,13,District Collector,Under Secretary,Ballia,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/11/1959,01/12/1961,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,14,Registrar,Under Secretary,,Cadre (AIS),Cooperatives,Agriculture & Cooperation,01/09/1956,01/09/1959,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,15,Additional Collector,Junior Scale,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/05/1955,01/09/1956,Supremo
UP011500,Shri Pc Saxena,Indian Administrative Service,Uttar Pradesh,16,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1954,01/04/1955,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,0,Secretary,Secretary,M/o Tourism & Culture,Centre,Tourism,Tourism,01/02/1985,01/09/1985,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,1,Secretary,Secretary,D/o Civil Aviation,Centre,Civil Aviation,Transport,01/02/1985,01/10/1987,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,2,Secretary,Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/07/1984,01/02/1985,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,3,Secretary,Secretary,Cabinet Sectt,Centre,Cabinet Affairs,Personnel and General Administration,01/06/1984,01/07/1984,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,4,N.A.,Secretary Equivalent,M/o Home Affairs,Centre,Personnel Mgmt,Personnel and General Administration,01/10/1983,01/06/1984,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,5,Secretary,Secretary,M/o Health & Family Welfare,Centre,Health & Family Welfare,Health & Family Welfare,01/07/1981,01/10/1983,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,6,Additional Secy,Additional Secretary,M/o Rural Dev,Centre,Rural Development,Rural Dev,01/08/1980,01/07/1981,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,7,Additional Secy,Additional Secretary,M/o Defence,Centre,Defence,Defence,01/03/1980,01/08/1980,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,8,Commissioner,Additional Secretary,,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/12/1978,01/03/1980,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,9,N.A.,Additional Secretary,,Cadre (AIS),Municipal Administration,Urban Development,01/09/1977,01/12/1978,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,10,Additional Secy,Additional Secretary,M/o Home Affairs,Centre,Home,Home,01/07/1976,01/05/1977,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,11,Jt Secy,Joint Secretary,M/o Home Affairs,Centre,Home,Home,01/07/1975,01/07/1976,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,12,Jt Secy,Joint Secretary,M/o Steel,Centre,Heavy Industries,Industries,01/05/1972,01/07/1975,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,13,Controller,Joint Secretary Equivalent,M/o Steel,Centre,Heavy Industries,Industries,01/07/1970,01/05/1972,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,14,District Collector,Director,Kanpur Nagar,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/07/1967,01/07/1970,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,15,Chairman,Deputy Secretary,,Cadre (AIS),Foreign Trade,Commerce,01/09/1964,01/02/1967,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,16,Jt Secy,Deputy Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/05/1963,01/04/1964,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,17,Deputy Secretary,Under Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/05/1960,01/05/1963,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,18,District Collector,Under Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/11/1957,01/02/1959,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,19,District Collector,Under Secretary,Jalaun,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/05/1956,01/11/1957,Supremo
UP011600,Dr. Ss Sidhu,Indian Administrative Service,Uttar Pradesh,20,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1954,01/04/1956,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,0,N.A.,Secretary,,Cadre (AIS),Area Development,Agriculture & Cooperation,01/02/1987,30/11/1987,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,1,N.A.,Secretary,,Cadre (AIS),Higher Education,Human Resource Dev,01/06/1982,01/02/1987,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,2,Member,Additional Secretary,,Cadre (AIS),Revenue,Finance,01/04/1979,01/06/1982,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,3,N.A.,Joint Secretary,,Cadre (AIS),Forests,Environment & Forests,01/09/1977,01/04/1979,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,4,Spl Officer,Joint Secretary,,Cadre (AIS),Welfare,Social Justice & Empowerment,01/10/1975,01/09/1977,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,5,Spl Officer,Joint Secretary,,Cadre (AIS),Forests,Environment & Forests,01/11/1973,01/10/1975,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,6,Spl Secy,Joint Secretary,,Cadre (AIS),Industries,Industries,01/02/1972,01/11/1973,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,7,Secretary,Joint Secretary,,Cadre (AIS),Industries,Industries,01/12/1970,01/02/1972,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,8,Managing Director,Deputy Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/12/1965,01/12/1970,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,9,N.A.,Deputy Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/04/1965,01/12/1965,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,10,Chairman,Deputy Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/03/1964,01/04/1965,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,11,Additional Secy,Deputy Secretary,,Cadre (AIS),Industries,Industries,01/07/1963,01/02/1964,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,12,Director,Deputy Secretary Equivalent,M/o Urb Dev & Poverty Alleviation,Centre,Public Works,Public Works,01/08/1961,01/06/1963,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,13,Vig Officer,Under Secretary Equivalent,M/o Commerce & Industry,Centre,Personnel and General Administration,Personnel and General Administration,01/08/1960,01/04/1961,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,14,Jt Secy,Under Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/10/1959,01/08/1960,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,15,District Collector,Under Secretary,Palakkad/Palghat,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/07/1958,01/08/1959,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,16,Deputy Secretary,Junior Scale,,Cadre (AIS),Home,Home,01/12/1956,01/07/1958,Supremo
KL002000,Shri T Madhava Menon,Indian Administrative Service,Kerala,17,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/04/1953,01/12/1956,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,0,N.A.,Secretary Equivalent,P M O,Centre,Personnel Mgmt,Personnel and General Administration,01/06/1996,31/10/1987,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,1,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/10/1983,01/10/1987,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,2,Secretary,Secretary,M/o Power,Centre,Power,Energy,01/01/1982,01/08/1983,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,3,Secretary,Secretary,M/o Energy,Centre,Energy,Energy,01/08/1981,01/01/1982,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,4,Secretary,Secretary,Cabinet Sectt,Centre,Cabinet Affairs,Personnel and General Administration,01/07/1981,01/08/1981,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,5,OSD to Minister,Additional Secretary Equivalent,Cabinet Sectt,Centre,Cabinet Affairs,Personnel and General Administration,01/06/1981,01/07/1981,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,6,Adviser,Joint Secretary Equivalent,Planning Commission,Centre,Energy,Energy,01/07/1977,01/06/1981,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,7,Adviser,Joint Secretary Equivalent,Planning Commission,Centre,Planning,Planning & Prog Implementation,01/11/1976,01/07/1977,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,8,Secretary,Joint Secretary,,Cadre (AIS),Finance,Finance,01/06/1973,01/11/1976,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,9,Commissioner,Joint Secretary,,Cadre (AIS),Industries,Industries,01/11/1972,01/06/1973,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,10,Director,Director,,Cadre (AIS),Industries,Industries,01/01/1969,01/11/1972,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,11,N.A.,Director,,Cadre (AIS),Rehabilitation,Home,01/02/1968,01/08/1968,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,12,Jt Commissioner,Deputy Secretary Equivalent,D/o Personnel & Administrative Reforms,Centre,Personnel Training,Personnel and General Administration,01/10/1966,01/09/1967,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,13,Deputy Secretary,Deputy Secretary,D/o Personnel & Administrative Reforms,Centre,Personnel Training,Personnel and General Administration,01/05/1965,01/09/1966,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,14,Director,Deputy Secretary Equivalent,D/o Personnel & Administrative Reforms,Centre,Personnel Training,Personnel and General Administration,01/10/1962,01/04/1965,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,15,District Collector,Under Secretary,Shimoga,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/10/1960,01/09/1961,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,16,Deputy Secretary,Under Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/04/1957,01/09/1960,Supremo
KN004100,Shri T R Satish Chandran,Indian Administrative Service,Karnataka,17,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/04/1954,01/03/1957,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,0,N.A.,Additional Secretary,,Cadre (AIS),Personnel and General Administration,Personnel and General Administration,01/08/1985,01/05/1987,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,1,N.A.,Additional Secretary,,Cadre (AIS),Urban Develoment,Urban Development,01/02/1982,01/07/1983,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,2,Resident Commissioner,Joint Secretary,,Cadre (AIS),Liaison,Protocol,01/12/1979,01/02/1982,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,3,Commissioner,Joint Secretary,,Cadre (AIS),Public Grievances,Personnel and General Administration,01/09/1975,01/12/1979,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,4,Member,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/01/1975,01/09/1975,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,5,Commissioner,Joint Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/12/1972,01/01/1975,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,6,Regional Dir,Director Equivalent,M/o Commerce & Industry,Centre,Foreign Trade,Commerce,01/05/1968,01/09/1972,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,7,Deputy Secretary,Deputy Secretary,M/o Commerce & Industry,Centre,Commerce,Commerce,01/02/1967,01/05/1968,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,8,Director,Deputy Secretary,,Cadre (AIS),Transport,Transport,01/04/1964,01/10/1966,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,9,District Collector,Deputy Secretary,Sikar,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/04/1962,01/03/1964,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,10,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Education,Human Resource Dev,01/03/1961,01/03/1962,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,11,Under Secy,Under Secretary,M/o Defence,Centre,Defence,Defence,01/11/1957,01/03/1961,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,12,Settlement Officer,Under Secretary,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/12/1956,01/11/1957,Supremo
RJ003900,Shri Br Bahadur,Indian Administrative Service,Rajasthan,13,District Collector,Under Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/06/1956,01/12/1956,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,0,Secretary,Secretary,M/o Power,Centre,Power,Energy,01/02/1985,01/06/1988,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,1,Secretary,Secretary,D/o Civil Aviation,Centre,Civil Aviation,Transport,01/09/1982,01/02/1985,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,2,N.A.,Additional Secretary,,Cadre (AIS),Liaison,Protocol,01/02/1982,01/09/1982,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,3,N.A.,Joint Secretary,,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,01/08/1980,01/02/1982,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,4,Member,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/12/1979,01/08/1980,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,5,Jt Secy,Joint Secretary,M/o Heavy Industries & Public Enterprises,Centre,Heavy Industries,Industries,01/03/1973,01/03/1978,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,6,Jt Secy,Joint Secretary,M/o Steel,Centre,Heavy Industries,Industries,01/01/1972,01/03/1973,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,7,Member,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/11/1970,01/01/1972,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,8,Director,Director,D/o Personnel & Administrative Reforms,Centre,Personnel Mgmt,Personnel and General Administration,01/02/1967,01/12/1968,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,9,Deputy Secretary,Deputy Secretary,D/o Rehabilitation,Centre,Rehabilitation,Home,01/10/1965,01/02/1967,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,10,OSD to Minister,Deputy Secretary Equivalent,M/o Commerce & Industry,Centre,Foreign Trade,Commerce,01/04/1964,01/06/1965,Supremo
RJ004000,Shri Mm Kohli,Indian Administrative Service,Rajasthan,11,Deputy Secretary,Deputy Secretary,M/o Commerce & Industry,Centre,Foreign Trade,Commerce,01/03/1961,01/03/1964,Supremo
