Item,Count
Science-----N.Applicable,10
History-----Transport,10
Commerce-----Human Resource Dev,10
Mathematics|Physics-----Agriculture & Cooperation,10
Agriculture|Genetics-----Land Revenue Mgmt & District Admn,10
Economics|Economics-----Defence,10
Political Sc.|Political Sc.-----Public Works,10
Civil Engg|Public Admn-----Land Revenue Mgmt & District Admn,10
English|English Lit-----Human Resource Dev,10
English Lit|Political Sc.-----Finance,10
Chemistry|Political Sc.-----Land Revenue Mgmt & District Admn,10
Economics|Law-----Home,10
Commerce|Law|Commerce-----Personnel and General Administration,10
Physics|Mathematics-----Industries,10
Law-----Home,10
Chemistry|Business Admn.|Chemistry-----Land Revenue Mgmt & District Admn,10
Economics|Economics|Political Sc.-----Land Revenue Mgmt & District Admn,10
Commerce|Commerce-----Human Resource Dev,10
History-----Environment & Forests,10
Economics|Economics|Public Admn-----Land Revenue Mgmt & District Admn,10
Computer Sc-----Human Resource Dev,10
Statistics-----Personnel and General Administration,10
English Lit-----Human Resource Dev,10
Physics|Physics-----Science & Technology,10
Chemistry|Chemistry-----Rural Dev,10
English Lit|Political Sc.-----Personnel and General Administration,10
Physics|Business Admn.-----Land Revenue Mgmt & District Admn,10
Law|Political Sc.-----Personnel and General Administration,10
History|English-----Land Revenue Mgmt & District Admn,10
English|Law|English-----Urban Development,10
Philosophy-----N.A.,10
Electrical Engg.|Public Policy & Mgmt-----Land Revenue Mgmt & District Admn,10
Economics|Economics|Economics-----Industries,10
English|Philosophy-----Land Revenue Mgmt & District Admn,10
History-----N.A.,10
Law|Physics-----Urban Development,10
Mathematics-----Rural Dev,10
Electronics|Economics-----Land Revenue Mgmt & District Admn,10
History|Public Admn-----Land Revenue Mgmt & District Admn,10
English|Political Sc.-----N.Applicable,10
Law|Sanskrit-----Land Revenue Mgmt & District Admn,10
English|Law|English-----Agriculture & Cooperation,10
Philosophy-----Agriculture & Cooperation,9
English Lit|History-----N.Applicable,9
"English|Law-----Consumer Affairs, Food & PD",9
Economics-----Environment & Forests,9
English|English Lit-----Social Justice & Empowerment,9
Commerce|Law|Commerce-----Urban Development,9
English Lit|English Lit-----Commerce,9
Commerce|Commerce-----Energy,9
Economics|Economics|Economics-----N.Applicable,9
Physics-----Labour & Employment,9
Economics|Economics-----Public Administration,9
Physics|Economics|Physics-----N.Applicable,9
Commerce|Law|Commerce-----Agriculture & Cooperation,9
Economics|Law|Economics-----Social Justice & Empowerment,9
Economics|Political Sc.-----Home,9
English-----Law & Justice,9
Economics|Political Sc.|Public Admn-----Land Revenue Mgmt & District Admn,9
Economics-----Information & Broadcasting,9
English|Political Sc.-----Home,9
Political Sc.|English-----Land Revenue Mgmt & District Admn,9
English Lit|Political Sc.-----Urban Development,9
Economics|Law-----Labour & Employment,9
History|Law-----Labour & Employment,9
Mathematics-----Mines & Minerals,9
Agriculture-----Home,9
Electronics-----Local Self Govt,9
Physics|Mathematics|Physics-----Land Revenue Mgmt & District Admn,9
Chemistry-----Home,9
N.A.-----Corporate Management (New),9
Computer Sc-----Local Self Govt,9
Physics|Chemistry-----Finance,9
Economics-----Tourism,9
Political Sc.|Political Sc.|Public Admn-----Finance,9
Medicine-----Tourism,9
Economics|Political Sc.-----Urban Development,9
Political Sc.|Political Sc.-----Defence,9
English|Mathematics-----Land Revenue Mgmt & District Admn,9
Hindi-----Personnel and General Administration,9
English Lit|English-----N.Applicable,9
Botany-----Finance,9
History-----Public Works,9
English|Economics-----Home,9
Mech.engg.|Management-----Land Revenue Mgmt & District Admn,9
Electronics-----Water Resources,9
English|Economics-----Social Justice & Empowerment,9
Pure Math.|Mathematics-----Land Revenue Mgmt & District Admn,9
English Lit|English Lit-----Energy,9
Mining.Engg.-----Land Revenue Mgmt & District Admn,9
Hindi|Economics-----Land Revenue Mgmt & District Admn,9
Physics|Economics-----Land Revenue Mgmt & District Admn,9
Botany|Botany-----Industries,9
Economics-----Mines & Minerals,9
||-----N.A.,9
Electronics-----Home,9
Mech.engg.|Business Admn.-----Personnel and General Administration,9
Hindi|Hindi-----Land Revenue Mgmt & District Admn,9
Mech.engg.-----Science & Technology,9
Mech.engg.-----Planning & Prog Implementation,9
History-----ST Welfare,9
Electronics-----Human Resource Dev,9
Physics|Economics|Physics|Economics-----Finance,9
Geology|Geology-----Agriculture & Cooperation,9
Economics|Economics-----Culture,9
English|Law-----Health & Family Welfare,9
Economics|Law-----Human Resource Dev,9
Electrical Engg.|Public Admn-----Land Revenue Mgmt & District Admn,9
Zoology-----Personnel and General Administration,9
Art-----Agriculture & Cooperation,9
Physics|Law|Physics-----Land Revenue Mgmt & District Admn,9
Economics|Development Economics|Economics-----Commerce,9
Economics|Business Admn.|Economics-----N.Applicable,9
Economics|Business Admn.|Economics-----Personnel and General Administration,9
Physics|History|Physics-----Land Revenue Mgmt & District Admn,9
Chemistry|Chemistry-----Labour & Employment,9
Law-----Agriculture & Cooperation,9
Psychology|Psychology-----Finance,9
Electronics and Communication-----,9
Geography|Geography-----Urban Development,9
Political Sc.|English Lit-----Land Revenue Mgmt & District Admn,9
Mech.engg.|Mech.engg.-----N.Applicable,9
"English|History-----Consumer Affairs, Food & PD",9
Physics|Business Admn.|Physics-----Land Revenue Mgmt & District Admn,9
Chemistry|Chemistry-----Health & Family Welfare,8
Botany|Business Admn.|Botany-----Land Revenue Mgmt & District Admn,8
Commerce|Law-----Home,8
Chemical Engg-----Rural Dev,8
Commerce-----Local Self Govt,8
History|Law|History-----Personnel and General Administration,8
English|Law-----Local Self Govt,8
English|Law|Political Sc.-----Finance,8
Computer Sc|Computer Sc-----Land Revenue Mgmt & District Admn,8
Physics|Sociology-----N.Applicable,8
History|Political Sc.-----N.Applicable,8
Economics|English-----Finance,8
History|Law|History-----Finance,8
Management-----Personnel and General Administration,8
Geography|Geography-----Transport,8
Computer Sc-----Industries,8
Political Sc.-----Health & Family Welfare,8
History|History-----Law & Justice,8
Law|Political Sc.-----Industries,8
History|Business Admn.-----Land Revenue Mgmt & District Admn,8
English Lit-----Planning & Prog Implementation,8
Zoology-----N.Applicable,8
Physics-----Information & Broadcasting,8
Physics|Chemistry-----Personnel and General Administration,8
Physics-----Law & Justice,8
Mech.engg.|Business Admn.-----Human Resource Dev,8
English|English-----Local Self Govt,8
English|English-----Energy,8
Mathematics-----Planning & Prog Implementation,8
Hindi|Economics|Economics-----Land Revenue Mgmt & District Admn,8
Law|Mathematics|Law-----Land Revenue Mgmt & District Admn,8
Commerce-----Energy,8
Chemistry|Chemistry|Chemistry-----Human Resource Dev,8
Hindi|Geography-----Land Revenue Mgmt & District Admn,8
Mathematics-----Home,8
History|History-----Women & Child Dev,8
Economics-----Textiles,8
Economics|Economics-----Youth Affairs & Sports,8
Mech.engg.|Business Admn.-----Agriculture & Cooperation,8
English Lit|Law|Political Sc.-----Land Revenue Mgmt & District Admn,8
Agriculture-----Rural Dev,8
Geography|Geography-----Finance,8
Economics|Development Economics|Economics-----Land Revenue Mgmt & District Admn,8
English-----N.A.,8
Law|Mathematics-----Home,8
Law-----Human Resource Dev,8
Law|Philosophy-----Land Revenue Mgmt & District Admn,8
Medicine-----Planning & Prog Implementation,8
Agriculture|Agriculture-----Finance,8
Economics|Law-----Law & Justice,8
Economics|English Lit-----Information & Broadcasting,8
English Lit|English Lit-----Law & Justice,8
English|English-----Water Resources,8
Physics|Mathematics-----Human Resource Dev,8
Electronics-----Health & Family Welfare,8
Electrical Engg.|Public Admn-----Personnel and General Administration,8
"English|Political Sc.-----Consumer Affairs, Food & PD",8
Sanskrit-----Land Revenue Mgmt & District Admn,8
Botany-----N.A.,8
Medicine-----Transport,8
Chemistry|Law-----Agriculture & Cooperation,8
Economics|English Lit-----Industries,8
Mathematics|English Lit-----Land Revenue Mgmt & District Admn,8
English Lit|English Lit-----Public Works,8
English|Law-----Transport,8
Chemistry|Chemistry-----Corporate Management (New),8
Mech.engg.|Mech.engg.-----Personnel and General Administration,8
English|Law-----Water Resources,8
|Political Sc.|-----N.A.,8
Law|Physics-----Personnel and General Administration,8
Geology|Geology-----Home,8
Economics|Law-----Commerce,8
Architecture-----Land Revenue Mgmt & District Admn,8
Political Sc.|Political Sc.-----Environment & Forests,8
Political Sc.|Economics-----Personnel and General Administration,8
Art-----Finance,8
English Lit-----Home,8
Economics|Law|Economics-----Labour & Employment,8
English Lit-----Health & Family Welfare,8
Zoology-----Urban Development,8
Physics-----,8
English Lit|History-----Agriculture & Cooperation,8
English|Economics-----Planning & Prog Implementation,8
Economics|Sociology-----Land Revenue Mgmt & District Admn,8
Mathematics-----Social Justice & Empowerment,8
Economics|Philosophy-----Land Revenue Mgmt & District Admn,8
English|Law|English-----Industries,8
Education|English-----Land Revenue Mgmt & District Admn,8
Accountancy|Company Law|Commercial Law|Commerce|Law-----Urban Development,8
History|History|Public Admn-----N.Applicable,8
Chemical Engg|Chemical Engg-----Land Revenue Mgmt & District Admn,8
Chemistry|Chemistry-----Law & Justice,8
History-----Water Resources,8
Education|Economics-----Land Revenue Mgmt & District Admn,8
History|History|Public Policy-----Land Revenue Mgmt & District Admn,8
English Lit|English Lit-----Local Self Govt,8
Economics|Economics-----Petroleum & Natural Gas,8
Art-----Personnel and General Administration,8
Political Sc.|Political Sc.-----Local Self Govt,8
Political Sc.|Political Sc.-----,8
Geology-----Finance,8
Botany|Botany-----Information & Broadcasting,8
Civil Engg|Foundation Engg-----Land Revenue Mgmt & District Admn,8
English Lit-----Transport,8
Electrical Engg.|Electrical Engg.-----Human Resource Dev,8
Computer Sc-----Agriculture & Cooperation,8
Commerce|Law-----Law & Justice,8
"Mech.engg.-----Consumer Affairs, Food & PD",8
Economics|English-----Personnel and General Administration,8
Electrical Engg.|Finance-----Land Revenue Mgmt & District Admn,8
Political Sc.|Political Sc.|Political Sc.-----Agriculture & Cooperation,8
History (hons)|History-----Land Revenue Mgmt & District Admn,8
Electronics|Business Admn.-----Land Revenue Mgmt & District Admn,8
English|Law-----Home,8
History|Public Admn-----N.Applicable,8
Chemical Engg|Chemical Engg-----Finance,8
Political Sc.|Political Sc.|Political Sc.-----Industries,8
Economics|Development Economics|Economics-----Personnel and General Administration,8
Science|Physics-----Land Revenue Mgmt & District Admn,7
Electronics-----Industries,7
English|Geography-----Land Revenue Mgmt & District Admn,7
German|Physics|Physics-----Land Revenue Mgmt & District Admn,7
History|History|Public Admn-----Finance,7
Political Sc.|Economics-----Land Revenue Mgmt & District Admn,7
Civil Engg-----Commerce,7
Public Admn|Commerce|Law|Commerce-----Land Revenue Mgmt & District Admn,7
Botany|Law|Business Mgt|Botany-----Personnel and General Administration,7
Geology|Geology-----Urban Development,7
Dev Adm|English Lit-----Industries,7
Mathematics|English Lit-----Personnel and General Administration,7
Economics-----Corporate Management (New),7
Economics|Business Admn.|Economics-----Finance,7
Commerce-----Health & Family Welfare,7
Accountancy|Law|Accountancy-----Finance,7
Physics|Sociology-----Land Revenue Mgmt & District Admn,7
English|English Lit-----Home,7
History|Political Sc.-----Health & Family Welfare,7
Sociology-----Personnel and General Administration,7
Medicine-----Labour & Employment,7
Zoology|Zoology|Zoology-----Land Revenue Mgmt & District Admn,7
English|Law|Political Sc.-----Personnel and General Administration,7
English Lit|Economics-----Agriculture & Cooperation,7
English|Law|Political Sc.-----Agriculture & Cooperation,7
History|History|Public Admn-----Health & Family Welfare,7
Economics|Economics|Public Admn-----Personnel and General Administration,7
History|History|Business Admn.-----Personnel and General Administration,7
Electronics|Business Admn.-----Personnel and General Administration,7
Medicine|Economics-----Land Revenue Mgmt & District Admn,7
Political Sc.|Political Sc.-----Law & Justice,7
Mathematics-----Human Resource Dev,7
Philosophy|Political Sc.-----Finance,7
Chemistry-----Industries,7
Economics|Law|Political Sc.-----Personnel and General Administration,7
Economics-----Commerce,7
Geology-----N.A.,7
Mech.engg.|Mechanical-----Land Revenue Mgmt & District Admn,7
Biology-----Land Revenue Mgmt & District Admn,7
Economics|Economics-----ST Welfare,7
Economics|Law-----Health & Family Welfare,7
Mathematics-----Energy,7
Economics|Law-----Environment & Forests,7
Medicine-----Women & Child Dev,7
Economics|Law-----N.Applicable,7
English|English-----Tourism,7
Art-----Human Resource Dev,7
Agri.Engg.-----Land Revenue Mgmt & District Admn,7
Physics|Mathematics|Physics-----Finance,7
Electrical Engg.|International Dev-----Land Revenue Mgmt & District Admn,7
Economics|Business Admn.|Economics-----Agriculture & Cooperation,7
Political Sc.|Political Sc.|Public Admn-----Personnel and General Administration,7
English|Law|Economics-----Land Revenue Mgmt & District Admn,7
Chemistry|Chemistry-----Commerce,7
Physics-----Health & Family Welfare,7
Mech.engg.|Prodn.Engg.-----Land Revenue Mgmt & District Admn,7
Geography|Geography-----Industries,7
Metallurgy Engg-----Land Revenue Mgmt & District Admn,7
