Item,Count,Field,Subject
,10,Mines & Minerals,Physics
,10,Social Justice & Empowerment,History|Political Sc.
,10,Labour & Employment,Economics|Political Sc.
,10,Land Revenue Mgmt & District Admn,Political Sc.|Chemistry
,10,Land Revenue Mgmt & District Admn,International Dev|Electrical Engg.
,10,Personnel and General Administration,Agriculture|Genetics
,10,Urban Development,English|Mathematics
,10,N.Applicable,Economics|Law
,10,Human Resource Dev,Geology
,10,Land Revenue Mgmt & District Admn,N.A.|Chemistry
,10,Land Revenue Mgmt & District Admn,Economics|Law|Physics
,10,N.Applicable,Agriculture
,10,Finance,Public Admn|Political Sc.
,10,Personnel and General Administration,Public Admn|History
,10,Social Justice & Empowerment,Geography
,10,N.Applicable,Art
,10,Urban Development,Public Admn|Political Sc.
,10,Rural Dev,Agriculture
,10,N.A.,Geography
,10,Human Resource Dev,Computer Sc
,10,N.Applicable,Public Admn|Physics
,10,Land Revenue Mgmt & District Admn,Economics|Law|Hindi
,10,Land Revenue Mgmt & District Admn,German|Physics
,10,Land Revenue Mgmt & District Admn,Philosophy|English
,10,Land Revenue Mgmt & District Admn,Economics|Mathematics
,10,Home,English|English Lit
,10,N.A.,Medicine
,10,Labour & Employment,English Lit
,10,Transport,Law|English
,10,N.Applicable,English|History
,10,Land Revenue Mgmt & District Admn,Economics|Public Admn|Law
,10,Agriculture & Cooperation,Economics|Mathematics
,10,Human Resource Dev,Law|English
,10,Land Revenue Mgmt & District Admn,Economics|Geography
,10,Women & Child Dev,English
,10,Home,Law|Physics
,10,Personnel and General Administration,English|Education
,10,Finance,Economics|Law|Political Sc.
,10,Home,Law
,10,Rural Dev,Economics|History
,10,Urban Development,English|History
,10,Health & Family Welfare,Law|Political Sc.
,10,Personnel and General Administration,Economics|Mathematics
,10,Land Revenue Mgmt & District Admn,Economics|Electronics
,10,Personnel and General Administration,Law|Mathematics
,10,Personnel and General Administration,Physics|Chemistry
,10,Energy,English|History
,9,Personnel and General Administration,History|Physics
,9,Land Revenue Mgmt & District Admn,Medicine|Economics
,9,,Geography
,9,Urban Development,Economics|Management
,9,Agriculture & Cooperation,N.A.|Law
,9,N.A.,English
,9,Agriculture & Cooperation,Art
,9,Defence,Chemistry
,9,Land Revenue Mgmt & District Admn,Mech.engg.|Management
,9,Personnel and General Administration,Economics|Law|Political Sc.
,9,Local Self Govt,Electronics
,9,Industries,Law|Mathematics
,9,Planning & Prog Implementation,Medicine
,9,Land Revenue Mgmt & District Admn,Philosophy|Law
,9,Transport,Medicine
,9,Health & Family Welfare,English|Political Sc.
,9,Finance,Sanskrit
,9,Human Resource Dev,Mech.engg.|Business Admn.
,9,Land Revenue Mgmt & District Admn,Physics|Physics (hons)
,9,Land Revenue Mgmt & District Admn,English Lit|Mathematics
,9,Urban Development,Philosophy
,9,Home,Philosophy
,9,Personnel and General Administration,Public Admn|Electrical Engg.
,9,Commerce,Civil Engg
,9,Mines & Minerals,English
,9,N.Applicable,Sociology
,9,Land Revenue Mgmt & District Admn,Mining.Engg.
,9,Urban Development,Mathematics|Physics
,9,Land Revenue Mgmt & District Admn,N.A.|Economics
,9,Labour & Employment,Law|History
,9,Personnel and General Administration,English Lit|Mathematics
,9,ST Welfare,History
,9,Water Resources,Mathematics
,9,N.Applicable,Mathematics|Physics
,9,Finance,Law|English|Political Sc.
,9,Tourism,Economics|Law
,9,Industries,History|Business Admn.
,9,Human Resource Dev,Economics|Education
,9,Law & Justice,English Lit
,9,Health & Family Welfare,Law|History
,9,Commerce,Economics|Development Economics
,9,Protocol,Physics
,9,Health & Family Welfare,Economics|Physics
,9,Industries,Public Admn|Physics
,9,Science & Technology,Mech.engg.
,9,Corporate Management (New),N.A.
,9,"Consumer Affairs, Food & PD",Economics|English
,9,Commerce,Chemistry
,9,Planning & Prog Implementation,Mech.engg.
,9,Service Commn,Economics
,9,Land Revenue Mgmt & District Admn,Management|History
,9,Planning & Prog Implementation,Law|Commerce
,9,Culture,Physics
,9,Water Resources,Electronics
,9,Agriculture & Cooperation,Law
,9,Industries,Economics|Commerce
,9,Land Revenue Mgmt & District Admn,Zoology|Environmental Science
,9,N.A.,Botany
,9,Land Revenue Mgmt & District Admn,Law|Agriculture
,9,,Electronics and Communication
,9,Social Justice & Empowerment,Law|Physics
,9,Labour & Employment,Mathematics
,9,Transport,Economics|English Lit
,9,Home,Electronics
,9,Land Revenue Mgmt & District Admn,Law|English Lit|Political Sc.
,9,"Consumer Affairs, Food & PD",Mathematics
,9,Industries,Mech.engg.|Business Admn.
,9,Land Revenue Mgmt & District Admn,English|Education
,9,Industries,History|Physics
,9,Industries,Physics|Chemistry
,9,Commerce,Economics|English
,9,Human Resource Dev,Electronics
,9,Agriculture & Cooperation,Cooperation|Agriculture
,9,N.A.,|Agri.
,9,Land Revenue Mgmt & District Admn,Law|English|Economics
,9,Land Revenue Mgmt & District Admn,Zoology|Law
,9,Social Justice & Empowerment,English|History
,9,Land Revenue Mgmt & District Admn,Philosophy|Economics
,9,"Consumer Affairs, Food & PD",Mech.engg.
,9,Service Commn,English
,9,Finance,Chemistry|Business Admn.
,9,Labour & Employment,Law|Political Sc.
,9,Local Self Govt,Economics|Law
,9,N.Applicable,History|Political Sc.
,9,Industries,Geography
,9,Urban Development,Zoology
,9,Tourism,Medicine
,9,Social Justice & Empowerment,English|Political Sc.
,9,N.Applicable,Sociology|Physics
,9,Land Revenue Mgmt & District Admn,Veterinary Sc.
,9,Land Revenue Mgmt & District Admn,Finance|Physics
,9,Land Revenue Mgmt & District Admn,English Lit|Business Admn.
,9,Agriculture & Cooperation,Economics|Social Sciences
,9,Labour & Employment,Mathematics|Physics
,9,"Consumer Affairs, Food & PD",English|Political Sc.
,9,Finance,Law|Accountancy
,9,Social Justice & Empowerment,Philosophy
,8,Energy,Computer Sc
,8,Transport,English Lit|History
,8,Communications & Information Technology,Political Sc.
,8,Land Revenue Mgmt & District Admn,Architecture
,8,Personnel and General Administration,Art
,8,ST Welfare,Physics
,8,Home,Political Sc.|Business Admn.
,8,Water Resources,History|Political Sc.
,8,Women & Child Dev,Physics
,8,Local Self Govt,Mathematics
,8,Health & Family Welfare,Economics|English
,8,Rural Dev,Economics|Political Sc.
,8,Planning & Prog Implementation,Law|Political Sc.
,8,Women & Child Dev,Medicine
,8,Labour & Employment,Electrical Engg.
,8,Energy,Geology
,8,Industries,Law|Chemistry
,8,Land Revenue Mgmt & District Admn,Electronics|Business Admn.
,8,Land Revenue Mgmt & District Admn,Economics|Art
,8,Finance,Philosophy|Political Sc.
,8,Land Revenue Mgmt & District Admn,Metallurgy Engg
,8,Labour & Employment,Botany
,8,Finance,Public Admn|Physics
,8,Urban Development,Economics|Law|History
,8,Agriculture & Cooperation,History|Business Admn.
,8,Information & Broadcasting,Economics|English Lit
,8,Land Revenue Mgmt & District Admn,Electrical Engg.|Finance
,8,Finance,N.A.|Law
,8,Rural Dev,English|Political Sc.
,8,"Consumer Affairs, Food & PD",Law|Political Sc.
,8,Rural Dev,Law|History
,8,Finance,Art
,8,Health & Family Welfare,Law|Chemistry
,8,Energy,Law|Commerce
,8,Agriculture & Cooperation,Law|English|Political Sc.
,8,Urban Development,Public Admn|History
,8,Water Resources,English Lit
,8,"Consumer Affairs, Food & PD",Botany
,8,Land Revenue Mgmt & District Admn,Economics|Intnl Relations
,8,Culture,English Lit
,8,Finance,History|Business Admn.
,8,Home,Economics|Law|History
,8,Human Resource Dev,Geography
,8,Transport,History|Political Sc.
,8,Home,Geography
,8,N.Applicable,Economics|Public Admn
,8,Human Resource Dev,Law
,8,,Commerce
,8,Social Justice & Empowerment,English Lit|Political Sc.
,8,Land Revenue Mgmt & District Admn,Geography|Hindi
,8,N.Applicable,Economics|Political Sc.
,8,Planning & Prog Implementation,Economics|History
,8,Science & Technology,English
,8,Water Resources,English|Political Sc.
,8,Land Revenue Mgmt & District Admn,Civil Engg|Foundation Engg
,8,Land Revenue Mgmt & District Admn,Economics|Marketing
,8,Energy,Law|Physics
,8,Land Revenue Mgmt & District Admn,Botany|Business Admn.
,8,Human Resource Dev,Economics|English
,8,Urban Development,Accountancy|Company Law|Law|Commerce|Commercial Law
,8,Personnel and General Administration,Economics|Sociology
,8,Personnel and General Administration,Public Admn|Physics
,8,Law & Justice,Law|Commerce
,8,Land Revenue Mgmt & District Admn,History|History (hons)
,8,Land Revenue Mgmt & District Admn,Commerce|History
,8,Communications & Information Technology,English
,8,Land Revenue Mgmt & District Admn,French|Economics
,8,Land Revenue Mgmt & District Admn,Social Sciences|English
,8,Industries,Zoology
,8,Finance,Economics|Public Admn
,8,Home,English Lit|Political Sc.
,8,Water Resources,Electrical Engg.
,8,Health & Family Welfare,Electronics
,8,N.Applicable,Economics|English Lit
,8,Finance,Economics|Management
,8,Local Self Govt,Zoology
,8,Corporate Management (New),Physics
,8,Finance,Botany|Chemistry
,8,Textiles,Physics
,8,Agriculture & Cooperation,Mech.engg.|Business Admn.
,8,Land Revenue Mgmt & District Admn,Economics|Dev Studies
,8,Tourism,Chemistry
,8,N.Applicable,Law|English
,8,N.Applicable,Economics|Development Economics
,8,Finance,Economics|Statistics
,8,Information & Broadcasting,Botany
,8,Communications & Information Technology,Computer Sc
,8,"Consumer Affairs, Food & PD",Economics|History
,8,Mines & Minerals,Economics|Law
,8,Personnel and General Administration,Management
,8,Social Justice & Empowerment,Geology
,8,Human Resource Dev,English Lit|History
,8,Human Resource Dev,Mathematics|Physics
,8,Health & Family Welfare,Computer Sc
,8,Home,Economics|Development Economics
,8,Industries,English Lit|History
,8,Petroleum & Natural Gas,Economics
,8,Rural Dev,Chemical Engg
,8,Health & Family Welfare,Geology
,8,Staff Officers,Electrical Engg.
,8,N.A.,|Physics
,8,Agriculture & Cooperation,English Lit|Mathematics
,8,Agriculture & Cooperation,Computer Sc
,8,Home,Law|History
,8,N.A.,|Economics
,8,Labour & Employment,Commerce
,8,Finance,English|Physics
,8,Industries,Philosophy
,8,Industries,Computer Sc
,8,N.A.,|Sociology
,8,Environment & Forests,Chemistry
,8,Social Justice & Empowerment,Law|Commerce
,8,N.Applicable,Law
,8,Home,Economics|Commerce
,8,Commerce,Economics|History
,8,Service Commn,Physics
,8,Personnel and General Administration,Economics|Commerce
,8,Service Commn,History
,8,Finance,Economics|Public Admn|Law
,8,Agriculture & Cooperation,Law|English Lit
,8,Planning & Prog Implementation,Chemistry
,8,Social Justice & Empowerment,Economics|Commerce
,7,"Consumer Affairs, Food & PD",Electrical Engg.
,7,Land Revenue Mgmt & District Admn,Mech.engg.|Prodn.Engg.
,7,N.A.,Sociology
,7,Personnel and General Administration,Electronics|Business Admn.
,7,Personnel and General Administration,English|Dev Adm|History
,7,Urban Development,Public Admn|Civil Engg
,7,"Consumer Affairs, Food & PD",English Lit|Political Sc.
,7,Rural Dev,History|Political Sc.
,7,Industries,Economics|Public Admn
,7,Health & Family Welfare,Economics|History
,7,Land Revenue Mgmt & District Admn,Mech.engg.|Mechanical
,7,Labour & Employment,Philosophy
,7,Social Justice & Empowerment,Computer Sc
,7,Industries,English Lit|Political Sc.
,7,N.Applicable,English Lit|Political Sc.
,7,N.Applicable,History|Russian
,7,Social Justice & Empowerment,Economics|Public Admn
,7,Land Revenue Mgmt & District Admn,Philosophy|Political Sc.
,7,"Consumer Affairs, Food & PD",Law|Mathematics
,7,Public Administration,N.A.
,7,Land Revenue Mgmt & District Admn,Zoology|Anthropology
,7,Health & Family Welfare,Law|Mathematics
,7,N.Applicable,History|Physics
,7,Personnel and General Administration,Electrical Engg.|Business Admn.
,7,N.A.,|Public Policy
,7,Staff Officers,Chemical Engg
,7,Land Revenue Mgmt & District Admn,Agriculture|Management
,7,N.Applicable,Psychology
,7,Rural Dev,Botany
,7,N.Applicable,Political Sc.|Business Admn.
,7,Rural Dev,English|English Lit
,7,Finance,Public Admn|English
,7,Environment & Forests,Civil Engg
,7,Land Revenue Mgmt & District Admn,Law|Geography|English
,7,Land Revenue Mgmt & District Admn,Hindi|Law|Communication
,7,Tourism,English|Political Sc.
,7,Land Revenue Mgmt & District Admn,Economics|Social Sciences
,7,Personnel and General Administration,Economics|Social Sciences
,7,Home,Economics|English Lit
,7,Human Resource Dev,English|Business Admn.
,7,Human Resource Dev,Art
,7,Personnel and General Administration,Law|Botany|Business Mgt
,7,Women & Child Dev,History|Political Sc.
,7,Personnel and General Administration,Economics|Public Admn|Law
,7,Staff Officers,Civil Engg
,7,,English
,7,Commerce,Commerce
,7,Urban Development,History|Business Admn.
,7,"Consumer Affairs, Food & PD",Law|Commerce
,7,Agriculture & Cooperation,Agriculture|Genetics
,7,N.Available,N.A.
,7,Land Revenue Mgmt & District Admn,Agri.Engg.
,7,Agriculture & Cooperation,N.A.|Geography
,7,Land Revenue Mgmt & District Admn,Pharmacy
,7,Science & Technology,Political Sc.
,7,Law & Justice,Mech.engg.
,7,Planning & Prog Implementation,English|English Lit
,7,Industries,Political Sc.|Business Admn.
,7,Industries,Electronics
,7,Planning & Prog Implementation,Commerce
,7,Industries,Dev Adm|English Lit
,7,Labour & Employment,Law|Physics
,7,Land Revenue Mgmt & District Admn,Law|History|Political Sc.
,7,Finance,Agriculture|Agrl.Economics
,7,N.Applicable,Law|Physics
,7,Information & Broadcasting,Mathematics
,7,"Consumer Affairs, Food & PD",Agriculture
,7,Home,English Lit|History
,7,Human Resource Dev,Law|English Lit
,7,Land Revenue Mgmt & District Admn,Ancient History|History
,7,Urban Development,Law|Mathematics
,7,Home,Law|Chemistry
,7,Social Justice & Empowerment,Agriculture
,7,Personnel and General Administration,Engineeriing
,7,Land Revenue Mgmt & District Admn,Law|Accountancy
,7,Finance,Finance|Chemistry
,7,Agriculture & Cooperation,Veterinary Sc.
,7,Environment & Forests,Economics|English Lit
,7,Urban Development,Science
,7,Youth Affairs & Sports,Medicine
,7,Tourism,Physics|Business Admn.
,7,Land Revenue Mgmt & District Admn,Agriculture|Business Mgt
,7,Labour & Employment,Medicine
,7,Parliamentary Affairs,English
,7,Agriculture & Cooperation,Electronics
,7,Land Revenue Mgmt & District Admn,Economics|Journalism
,7,N.A.,Geology
,7,Commerce,English|English Lit
,7,Agriculture & Cooperation,Public Admn|Political Sc.
,7,Home,Public Admn|Political Sc.
,7,"Consumer Affairs, Food & PD",N.A.|Law
,7,Urban Development,Economics|Law|Business Admn.
,7,Personnel and General Administration,German|History
,7,Human Resource Dev,Law|Chemistry
,7,"Consumer Affairs, Food & PD",Law|Chemistry
,7,Urban Development,Economics|Physics
,7,Personnel and General Administration,Economics|Law|Rural Dev
,7,Environment & Forests,Commerce
,7,Rural Dev,Mathematics|Physics
,7,Rural Dev,Law|English
,7,Land Revenue Mgmt & District Admn,Economics|Economic Dev.
,7,Finance,Economics|Economic Dev.
,7,Land Revenue Mgmt & District Admn,Biology
,7,Social Justice & Empowerment,Economics|Political Sc.
,7,Local Self Govt,Chemical Engg
,7,Environment & Forests,Economics|Business Admn.
,7,,Medicine Surgery
,7,Youth Affairs & Sports,Commerce
,7,Protocol,English Lit
,7,N.Applicable,Accountancy
,7,Youth Affairs & Sports,English
,7,Finance,Economics|Mathematics
,7,Environment & Forests,Electrical Engg.
,7,Agriculture & Cooperation,Statistics
,7,Land Revenue Mgmt & District Admn,Mech.engg.|Public Policy
,7,Finance,Accountancy
,7,Personnel and General Administration,Chemical Engg
,7,"Consumer Affairs, Food & PD",Economics|Law|Political Sc.
,7,Industries,Physics|Mathematics
,7,N.Applicable,Economics|Law|Business Admn.
,7,Land Revenue Mgmt & District Admn,Political Sc.|Intnl Relations
,7,Mines & Minerals,Electrical Engg.
,7,Land Revenue Mgmt & District Admn,Philosophy|English Lit
,7,Home,Statistics
,7,Staff Officers,Political Sc.
,7,Finance,Public Admn|Law|History
,7,Land Revenue Mgmt & District Admn,Public Policy|Electronics
,7,Land Revenue Mgmt & District Admn,Geography|English
,7,Land Revenue Mgmt & District Admn,Electrical Engg.|Marketing
,7,Human Resource Dev,Statistics
,7,Planning & Prog Implementation,Law|History
,7,Agriculture & Cooperation,English|Mathematics
,7,Transport,Computer Sc
,7,Human Resource Dev,Botany
,7,Personnel and General Administration,Economics|Law|History
,7,Land Revenue Mgmt & District Admn,Bio Chemistry
